expert,group,confidence,method,reason,post_id,title,url,date,modified,categories,tags
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13906,BSCI MEMBERS LÀ GÌ? CÁCH THAM GIA & LỢI ÍCH KHI TRỞ THÀNH THÀNH VIÊN,https://knacert.com.vn/tin-tuc-tieu-chuan/bsci-members-la-gi-cach-tham-gia-loi-ich-khi-tro-thanh-thanh-vien/,2025-10-21T09:53:43,2026-05-18T11:13:45,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13540,Bản cam kết tuân thủ BSCI của nhà thầu phụ – Những thông tin chi tiết,https://knacert.com.vn/tin-tuc-tieu-chuan/ban-cam-ket-tuan-thu-bsci-cua-nha-thau-phu-nhung-thong-tin-chi-tiet/,2025-07-14T10:23:21,2026-02-12T07:46:59,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,6813,Bộ quy tắc ứng xử BSCI mới nhất [BSCI Code of Conduct],https://knacert.com.vn/tin-tuc-tieu-chuan/bo-quy-tac-ung-xu-bsci-moi-nhat-bsci-code-of-conduct/,2022-01-12T01:46:32,2026-05-18T13:04:42,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,sa8000,26204,Bộ quy tắc ứng xử SA8000: Biến cam kết thành hành động thực tế,https://knacert.com.vn/tin-tuc-tieu-chuan/bo-quy-tac-ung-xu-sa8000-bien-cam-ket-thanh-hanh-dong-thuc-te/,2026-04-04T04:44:33,2026-04-11T08:51:28,Tin Tức Tiêu Chuẩn,SA8000
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,6769,Bộ tiêu chuẩn BSCI là gì? Quy tắc ứng xử Trách nhiệm xã hội cho Doanh nghiệp,https://knacert.com.vn/tin-tuc-tieu-chuan/bo-tieu-chuan-bsci-business-social-compliance-initiative/,2022-01-06T01:32:03,2026-04-22T08:49:52,Tin Tức Tiêu Chuẩn,bsci
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,wrap,9140,Bộ tiêu chuẩn WRAP là gì? – Worldwide Responsible Accredited Production,https://knacert.com.vn/tin-tuc-tieu-chuan/bo-tieu-chuan-wrap-la-gi-worldwide-responsible-accredited-production/,2023-06-07T09:22:20,2026-05-21T09:47:53,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,cbam,13274,CBAM là gì? Toàn cảnh Cơ chế điều chỉnh biên giới carbon của EU,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu/,2025-05-29T09:07:50,2026-05-18T09:36:30,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,cbam,13243,CBAM đặt ra thách thức đối với doanh nghiệp Việt Nam,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-dat-ra-thach-thuc-doi-voi-doanh-nghiep-viet-nam/,2025-05-29T08:45:44,2025-11-21T05:41:26,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,7038,"Checklist đánh giá BSCI [Hồ sơ, tài liệu chuẩn]",https://knacert.com.vn/tin-tuc-tieu-chuan/checklist-danh-gia-bsci-ho-so-tai-lieu-chuan/,2022-03-18T02:43:59,2026-05-21T09:47:56,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,smeta,7234,Checklist đánh giá SMETA,https://knacert.com.vn/tin-tuc-tieu-chuan/checklist-danh-gia-smeta/,2022-05-24T02:04:31,2026-05-18T13:04:22,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,wrap,9240,Checklist đánh giá WRAP [WRAP Audit Checklist PDF],https://knacert.com.vn/tin-tuc-tieu-chuan/checklist-danh-gia-wrap-wrap-audit-checklist-pdf/,2023-06-26T06:57:59,2026-05-18T09:33:13,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,grs,6842,Chi phí cấp Chứng chỉ GRS về Tiêu chuẩn Tái chế toàn cầu,https://knacert.com.vn/tin-tuc-tieu-chuan/chi-phi-cap-chung-chi-grs-ve-tieu-chuan-tai-che-toan-cau/,2022-01-21T10:24:04,2026-05-18T09:28:19,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,rcs,6799,Chi phí cấp Chứng chỉ RCS về Tiêu chuẩn Tuyên bố Tái chế,https://knacert.com.vn/tin-tuc-tieu-chuan/chi-phi-cap-chung-chi-rcs-ve-tieu-chuan-tuyen-bo-tai-che/,2022-01-06T03:03:24,2026-05-18T09:28:07,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,sa8000; bsci; smeta; wrap,7123,Chi phí đánh giá Trách nhiệm xã hội,https://knacert.com.vn/tin-tuc-tieu-chuan/chi-phi-danh-gia-trach-nhiem-xa-hoi/,2022-04-21T02:04:03,2026-05-18T09:29:15,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,sa8000; bsci; sedex,13912,"CHI TIẾT VỀ BSCI, SA8000, SEDEX – ĐIỂM CHUNG VÀ SỰ KHÁC BIỆT",https://knacert.com.vn/tin-tuc-tieu-chuan/chi-tiet-ve-bsci-sa8000-sedex-diem-chung-va-su-khac-biet/,2025-10-22T09:54:08,2026-05-18T09:51:18,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,sa8000,26207,Chính sách SA8000 là gì? Hướng dẫn soạn thảo & Tham khảo mẫu,https://knacert.com.vn/tin-tuc-tieu-chuan/chinh-sach-sa8000-la-gi-huong-dan-soan-thao-tham-khao-mau/,2026-04-04T04:50:09,2026-05-18T09:38:29,Tin Tức Tiêu Chuẩn,SA8000
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,cbam,23784,Chính sách Xanh EU: Những quy định mới tác động tới xuất khẩu Việt Nam,https://knacert.com.vn/tin-tuc-tieu-chuan/chinh-sach-xanh-eu-nhung-quy-dinh-moi-tac-dong-toi-xuat-khau-viet-nam/,2026-02-25T01:38:53,2026-05-18T09:37:37,Tin Tức Tiêu Chuẩn,CBAM
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,cbam,13890,Chứng chỉ CBAM là gì? Cách mua CBAM Certificate từ EU,https://knacert.com.vn/tin-tuc-tieu-chuan/chung-chi-cbam-la-gi-cach-mua-cbam-certificate-tu-eu/,2025-10-09T02:52:41,2026-04-15T17:38:09,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,sa8000,13882,Chứng chỉ SA8000: Bằng chứng trách nhiệm xã hội của doanh nghiệp,https://knacert.com.vn/tin-tuc-tieu-chuan/chung-chi-sa8000/,2025-09-23T08:19:55,2026-05-18T09:37:19,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,rcs,4158,Chứng Nhận RCS – Công Nhận Quốc Tế,https://knacert.com.vn/tin-tuc-tieu-chuan/su-khac-biet-giua-chung-nhan-rcs-va-chung-nhan-grs-la-gi/,2020-05-15T06:37:07,2026-05-18T11:07:14,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,sa8000; bsci; smeta; wrap; rba,5965,CSR là gì? Tổng quan về trách nhiệm xã hội doanh nghiệp và các tiêu chuẩn CSR phổ biến nhất,https://knacert.com.vn/tin-tuc-tieu-chuan/cac-bo-tieu-chuan-trach-nhiem-xa-hoi-cua-doanh-nghiep/,2021-06-08T02:55:50,2026-04-15T17:00:58,Tin Tức Tiêu Chuẩn,"CSR, Trách nhiệm xã hội"
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13916,CSR VÀ BSCI: CÁCH DOANH NGHIỆP TẬN DỤNG ĐỂ BỨT PHÁ,https://knacert.com.vn/tin-tuc-tieu-chuan/csr-va-bsci-cach-doanh-nghiep-tan-dung-de-but-pha/,2025-10-23T02:55:44,2026-05-18T09:51:21,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,grs,4132,Các câu hỏi thường gặp về Tiêu chuẩn tái chế toàn cầu GRS,https://knacert.com.vn/tin-tuc-tieu-chuan/cac-cau-hoi-thuong-gap-ve-tieu-chuan-tai-che-toan-cau-grs/,2020-05-13T03:35:14,2026-05-21T09:06:43,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,grs,4145,Các hướng dẫn Trách Nhiệm Xã Hội của chứng nhận GRS,https://knacert.com.vn/cong-cu-cai-tien/cac-huong-dan-trach-nhiem-xa-hoi-cua-chung-nhan-grs/,2020-05-14T07:23:06,2026-05-21T09:30:13,Công cụ cải tiến,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,5052,"Các quy định về giờ làm việc, quyền thương lượng tập thể trong Đánh giá BSCI là gì?",https://knacert.com.vn/tin-tuc-tieu-chuan/cac-quy-dinh-ve-gio-lam-viec-quyen-thuong-luong-tap-the-trong-danh-gia-bsci-la-gi/,2020-12-07T03:11:19,2026-05-18T13:06:21,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,3160,Công ty Cổ phần chế biến gỗ Đức Thành đánh giá BSCI và C-TPAT đạt hạng cao,https://knacert.com.vn/tin-tuc-nganh-nghe/cong-ty-co-phan-che-bien-go-duc-thanh-danh-gia-bsci-va-c-tpat-dat-hang-cao/,2019-09-09T02:23:13,2026-05-21T09:47:26,"Tin tức ngành nghề, Tin Tức Nội Bộ KNA",
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,smeta; sedex,3260,Công Ty TNHH MTV Jordan Manufacturing Việt Nam đánh giá SMETA đạt hạng cao,https://knacert.com.vn/tin-tuc-nganh-nghe/cong-ty-tnhh-mtv-jordan-manufacturing-viet-nam-danh-gia-smeta-dat-hang-cao/,2019-10-03T06:42:43,2026-05-18T09:22:46,"Tin tức ngành nghề, Tin Tức Nội Bộ KNA",
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,sa8000,26197,Danh sách các công ty đạt tiêu chuẩn SA8000 tại Việt Nam & Xu hướng,https://knacert.com.vn/tin-tuc-tieu-chuan/danh-sach-cac-cong-ty-dat-tieu-chuan-sa8000-tai-viet-nam-xu-huong/,2026-04-04T04:34:55,2026-04-11T08:58:49,Tin Tức Tiêu Chuẩn,SA8000
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13661,DANH SÁCH CÁC ĐƠN VỊ KIỂM TOÁN ĐỘC LẬP BSCI – LỰA CHỌN ĐỐI TÁC TIN CẬY,https://knacert.com.vn/tin-tuc-tieu-chuan/danh-sach-cac-don-vi-kiem-toan-doc-lap-bsci-lua-chon-doi-tac-tin-cay/,2025-08-06T06:51:24,2026-05-18T09:51:08,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13911,DOANH NGHIỆP ĐẠT BSCI THANG ĐIỂM B KHI NÀO TÁI ĐÁNH GIÁ? – GIẢI ĐÁP THẮC MẮC,https://knacert.com.vn/tin-tuc-tieu-chuan/doanh-nghiep-dat-bsci-thang-diem-b-khi-nao-tai-danh-gia-giai-dap-thac-mac/,2025-10-22T09:33:20,2026-05-18T09:51:17,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,iso 14064,13556,Download tiêu chuẩn ISO 14064-1:2018 PDF tiếng Việt,https://knacert.com.vn/tin-tuc-tieu-chuan/download-tieu-chuan-iso-14064-12018-pdf-tieng-viet/,2025-07-15T04:38:05,2026-01-22T09:09:27,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,wrap,9245,Download Tiêu chuẩn WRAP PDF phiên bản mới nhất,https://knacert.com.vn/tin-tuc-tieu-chuan/download-tieu-chuan-wrap-pdf-phien-ban-moi-nhat/,2023-06-26T07:17:40,2026-05-18T09:33:14,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,ecovadis,27564,EcoVadis cần thiết với ngành nào? Doanh nghiệp nào nên thực hiện đánh giá sớm?,https://knacert.com.vn/tin-tuc-tieu-chuan/ecovadis-can-thiet-voi-nganh-nao-doanh-nghiep-nao-nen-thuc-hien-danh-gia-som/,2026-04-16T16:47:41,2026-04-16T16:53:50,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,esg; ecovadis,25121,EcoVadis và ESG có mối liên hệ với nhau không?,https://knacert.com.vn/tin-tuc-tieu-chuan/ecovadis-va-esg-co-moi-lien-he-voi-nhau-khong/,2026-03-20T05:04:31,2026-05-18T09:38:22,Tin Tức Tiêu Chuẩn,"ecovadis, esg"
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,ecovadis; greenwashing,27297,EcoVadis được thiết kế như thế nào để chống Tẩy xanh (Greenwashing),https://knacert.com.vn/tin-tuc-tieu-chuan/ecovadis-duoc-thiet-ke-nhu-the-nao-de-chong-tay-xanh-greenwashing/,2026-04-14T21:52:15,2026-04-14T21:52:15,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,rba,1288,EICC trở thành RBA – Liên minh các doanh nghiệp kinh doanh có trách nhiệm,https://knacert.com.vn/tin-tuc-tieu-chuan/eicc-tro-thanh-rba-lien-minh-cac-doanh-nghiep-kinh-doanh-co-trach-nhiem/,2018-06-08T07:33:16,2026-05-21T09:48:16,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,sa8000,26183,Giải pháp giúp doanh nghiệp áp dụng SA8000 hiệu quả & bền vững,https://knacert.com.vn/tin-tuc-tieu-chuan/giai-phap-giup-doanh-nghiep-ap-dung-sa8000-hieu-qua-ben-vung/,2026-04-04T04:15:41,2026-04-11T08:59:46,Tin Tức Tiêu Chuẩn,SA8000
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,wrap,6990,Giấy chứng nhận WRAP – Công Nhận Quốc Tế,https://knacert.com.vn/tin-tuc-tieu-chuan/wrap-certificate-giay-chung-nhan-wrap-la-gi/,2022-03-17T01:38:45,2026-05-18T11:07:22,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13572,Giới thiệu về amfori và amfori BSCI,https://knacert.com.vn/tin-tuc-tieu-chuan/gioi-thieu-ve-amfori-va-amfori-bsci/,2025-07-15T10:17:31,2026-05-18T09:50:58,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,grs,9303,Global Recycle Standard PDF – Phiên bản GRS 4.0,https://knacert.com.vn/tin-tuc-tieu-chuan/global-recycle-standard-pdf-phien-ban-grs-40/,2023-06-29T01:32:05,2026-05-18T09:33:26,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,grs,7095,GRS Audit Checklist – Danh sách kiểm tra hồ sơ tài liệu GRS về tái chế toàn cầu,https://knacert.com.vn/cong-cu-cai-tien/grs-audit-checklist-danh-sach-kiem-tra-ho-so-tai-lieu-grs-ve-tai-che-toan-cau/,2022-04-17T15:14:18,2026-05-18T09:29:06,Công cụ cải tiến,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,ecovadis,25115,Hiểu đầy đủ 21 Tiêu chí đánh giá EcoVadis để được xếp hạng cao,https://knacert.com.vn/tin-tuc-tieu-chuan/hieu-day-du-21-tieu-chi-danh-gia-ecovadis-de-duoc-xep-hang-cao/,2026-03-20T04:56:42,2026-05-18T09:38:20,Tin Tức Tiêu Chuẩn,ecovadis
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,esg; ecovadis,27273,Huy chương EcoVadis là gì? Chi tiết về xếp hạng và điều kiện đạt ,https://knacert.com.vn/tin-tuc-tieu-chuan/huy-chuong-ecovadis-la-gi-chi-tiet-ve-xep-hang-va-dieu-kien-dat/,2026-04-14T21:37:00,2026-05-18T09:38:32,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,wrap,8469,Hướng dẫn AAFA / WRAP để tiếp tục vận hành an toàn các nhà máy trong COVID-19,https://knacert.com.vn/cong-cu-cai-tien/huong-dan-aafa-wrap-de-tiep-tuc-van-hanh-an-toan-cac-nha-may-trong-covid-19/,2023-02-27T02:35:56,2026-05-18T09:31:50,Công cụ cải tiến,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,esg; ecovadis,24825,Hướng dẫn cách cải thiện điểm số EcoVadis hiệu quả cho doanh nghiệp,https://knacert.com.vn/tin-tuc-tieu-chuan/huong-dan-cach-cai-thien-diem-so-ecovadis-hieu-qua-cho-doanh-nghiep/,2026-03-18T09:32:08,2026-05-18T09:38:18,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,sa8000,13902,Hướng dẫn công bố SA8000 trong nội bộ và với bên ngoài,https://knacert.com.vn/tin-tuc-tieu-chuan/huong-dan-cong-bo-sa8000-trong-noi-bo-va-voi-ben-ngoai/,2025-10-09T05:02:42,2026-04-15T17:38:00,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13543,Hướng dẫn thực hiện BSCI với quy trình 9 bước,https://knacert.com.vn/tin-tuc-tieu-chuan/huong-dan-thuc-hien-bsci-voi-quy-trinh-9-buoc/,2025-07-14T10:39:41,2026-05-18T09:50:38,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,13542,Hệ thống BSCI mang lại lợi ích gì cho doanh nghiệp?,https://knacert.com.vn/tin-tuc-tieu-chuan/he-thong-bsci-mang-lai-loi-ich-gi-cho-doanh-nghiep/,2025-07-14T10:31:58,2026-05-18T09:50:36,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,iso 14064,9497,Hội thảo: “Các yêu cầu chính và Hướng dẫn thẩm tra Tiêu chuẩn ISO 14064-1”,https://knacert.com.vn/su-kien-va-chuong-trinh/hoi-thao-cac-yeu-cau-chinh-va-huong-dan-tham-tra-tieu-chuan-iso-14064-1/,2023-08-11T08:54:57,2026-04-15T16:13:24,Sự kiện & Chương trình,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,iso 14064,13703,ISO 14064 là gì? Hướng dẫn Kiểm kê Khí nhà kính Toàn diện,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-14064-la-gi-huong-dan-kiem-ke-khi-nha-kinh-toan-dien/,2025-08-13T04:02:02,2026-04-15T17:39:01,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,iso 14064,13291,ISO 14064-2:2019 – Hướng dẫn lượng hóa & Báo cáo dự án KNK,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-14064-22019-huong-dan-luong-hoa-bao-cao-du-an-knk/,2025-05-29T09:11:48,2026-05-18T09:36:31,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,iso 14064,13305,ISO 14064-3: Tiêu chuẩn hướng dẫn xác minh tuyên bố về khí nhà kính,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-14064-3-tieu-chuan-huong-dan-xac-minh-tuyen-bo-ve-khi-nha-kinh/,2025-05-29T09:19:47,2026-05-18T09:36:33,Tin Tức Tiêu Chuẩn,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,bsci; sedex; wrap,1751,"KHÓA HỌC ĐÀO TẠO NHẬN THỨC VÀ ĐÁNH GIÁ NỘI BỘ TIÊU CHUẨN TRÁCH NHIỆM XÃ HỘI ( BSCI, WRAP, SEDEX)",https://knacert.com.vn/su-kien-va-chuong-trinh/khoa-hoc-dao-tao-nhan-thuc-va-danh-gia-noi-bo-tieu-chuan-trach-nhiem-xa-hoi-bsci-wrap-sedex/,2018-10-23T07:21:31,2026-05-21T09:47:16,Sự kiện & Chương trình,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,iso 14064,8870,Kiểm kê khí nhà kính: Hướng dẫn lập Báo cáo theo ISO 14064:2018 từ A-Z,https://knacert.com.vn/cong-cu-cai-tien/huong-dan-kiem-ke-khi-nha-kinh-va-bao-cao-theo-iso-140642018-tu-a-z/,2023-05-05T04:34:09,2026-05-18T09:32:37,Công cụ cải tiến,
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Trung b?nh,keyword,bsci,4436,KN pre-audit BSCI cho Công Ty TNHH May Young & Longma,https://knacert.com.vn/khach-hang/dao-tao-bsci-cho-cong-ty-tnhh-may-young-longma/,2020-06-23T08:58:50,2026-05-21T09:46:30,Khách Hàng,khách hàng BSCI
Ph?m ??nh S?c,ESG/Tr?ch nhi?m x? h?i/T?i ch?,Cao,keyword,esg; gri,29956,KNA CERT chính thức trở thành GRI Community Member,https://knacert.com.vn/tin-tuc-noi-bo-kna/kna-cert-gri-community-member/,2026-05-19T16:51:06,2026-05-19T16:51:06,Tin Tức Nội Bộ KNA,esg
