"PostID","PostTitle","PostURL","LinkHref","LinkText"
"7149","Công ty TNHH Hưng Nghiệp Formosa Đạt Chứng Nhận ISO 14001:2015","https://knacert.com.vn/khach-hang/cong-ty-tnhh-hung-nghiep-formosa-dat-chung-nhan-iso-140012015/","/chung-chi/search?machungnhan=KAC22%2F023381&amp;ten=","Tại Đây"
"7134","Nội dung chính của Sổ tay BSCI [BSCI System Manual]","https://knacert.com.vn/tin-tuc-tieu-chuan/noi-dung-chinh-cua-so-tay-bsci-bsci-system-manual/","https://www.amfori.org/sites/default/files/amfori-2019-12-03-amfori-BSCI-system-manual-2018.pdf","TẠI ĐÂY"
"7054","Cấp chứng nhận tích hợp ISO 9001 cho Công Ty Cổ Phần Công Nghiệp Cao Su Hiệp Thành","https://knacert.com.vn/khach-hang/cap-chung-nhan-tich-hop-iso-9001-cho-cong-ty-co-phan-cong-nghiep-cao-su-hiep-thanh/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"7038","Checklist đánh giá BSCI [Hồ sơ, tài liệu chuẩn]","https://knacert.com.vn/tin-tuc-tieu-chuan/checklist-danh-gia-bsci-ho-so-tai-lieu-chuan/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"7034","[BSCI report] Báo cáo BSCI là gì?","https://knacert.com.vn/tin-tuc-tieu-chuan/bsci-report-bao-cao-bsci-la-gi/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6979","[BSCI remediation plan sample] Mẫu kế hoạch khắc phục BSCI","https://knacert.com.vn/tin-tuc-tieu-chuan/bsci-remediation-plan-sample-mau-ke-hoach-khac-phuc-bsci/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6971","Cấp chứng nhận tích hợp ISO cho Công ty TNHH XNK IRI Factory Vina","https://knacert.com.vn/khach-hang/cap-chung-nhan-tich-hop-iso-cho-cong-ty-tnhh-xnk-iri-factory-vina/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6959","Cấp chứng nhận tích hợp cho Công ty TNHH Smart Vina","https://knacert.com.vn/khach-hang/cap-chung-nhan-tich-hop-cho-cong-ty-tnhh-smart-vina/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6942","WRAP Manual PDF – Sổ tay đánh giá viên theo WRAP","https://knacert.com.vn/tin-tuc-tieu-chuan/wrap-manual-pdf-so-tay-danh-gia-vien-theo-wrap/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6856","Dịch vụ Đánh giá chứng nhận Trách nhiệm xã hội từ xa – Remote Audit","https://knacert.com.vn/cong-cu-cai-tien/dich-vu-danh-gia-chung-nhan-trach-nhiem-xa-hoi-tu-xa-remote-audit/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6851","Nội dung tự đánh giá Amfori BSCI Self-Assessment","https://knacert.com.vn/tin-tuc-tieu-chuan/noi-dung-tu-danh-gia-amfori-bsci-self-assessment/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6818","Chứng chỉ ISO 45001 (ISO 45001 certificate) – Chứng nhận được công nhận toàn cầu","https://knacert.com.vn/tin-tuc-tieu-chuan/chung-chi-iso-45001-iso-45001-certificate-chung-nhan-duoc-cong-nhan-toan-cau/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6813","Bộ quy tắc ứng xử BSCI mới nhất [BSCI Code of Conduct]","https://knacert.com.vn/tin-tuc-tieu-chuan/bo-quy-tac-ung-xu-bsci-moi-nhat-bsci-code-of-conduct/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6806","Quy định về gỗ của Liên minh Châu Âu EUTR là gì?","https://knacert.com.vn/cong-cu-cai-tien/quy-dinh-ve-go-cua-lien-minh-chau-au-eutr-la-gi/","/tin-tuc-tieu-chuan/moi-quan-he-giua-chung-nhan-fsc-va-quy-che-go-eu-eutr/","tại đây"
"6768","Phân tích Chính sách chất lượng ISO 9001:2015","https://knacert.com.vn/tin-tuc-tieu-chuan/phan-tich-chinh-sach-chat-luong-iso-90012015/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6755","Dịch vụ đánh giá chứng nhận ISO từ xa – Remote Audit [KNA CERT]","https://knacert.com.vn/tin-tuc-tieu-chuan/dich-vu-danh-gia-chung-nhan-iso-tu-xa-remote-audit-kna-cert/","/chinh-sach-bao-mat-thong-tin-nguoi-dung","tại đây"
"6730","Khó khăn khi áp dụng ISO 45001:2018 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/kho-khan-khi-ap-dung-iso-450012018-kna-cert/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6728","Quá trình hình thành và phát triển của ISO 14001 – KNA Cert","https://knacert.com.vn/tin-tuc-tieu-chuan/qua-trinh-hinh-thanh-va-phat-trien-cua-iso-14001-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6726","Hệ thống quản lý an toàn và sức khỏe nghề nghiệp ISO 45001 – Hệ thống OHS","https://knacert.com.vn/tin-tuc-tieu-chuan/he-thong-quan-ly-an-toan-va-suc-khoe-nghe-nghiep-iso-45001-he-thong-ohs/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6724","Chính sách ISO 45001 về An toàn và sức khỏe nghề nghiệp","https://knacert.com.vn/tin-tuc-tieu-chuan/chinh-sach-iso-45001-ve-an-toan-va-suc-khoe-nghe-nghiep/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6722","Hướng dẫn thực hiện ISO 45001 cho Doanh Nghiệp","https://knacert.com.vn/cong-cu-cai-tien/huong-dan-thuc-hien-iso-45001-cho-doanh-nghiep/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6720","Thuận lợi khi áp dụng ISO 45001:2018 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/thuan-loi-khi-ap-dung-iso-450012018-kna-cert/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6718","[ISO 45001:2018] Rủi ro OHS là gì? – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/iso-450012018-rui-ro-ohs-la-gi-kna-cert/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6716","Bộ tài liệu ISO 45001 đầy đủ nhất – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/bo-tai-lieu-iso-45001-day-du-nhat-kna-cert/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6714","Sổ tay ISO 45001 – Hướng dẫn quản lý an toàn và sức khỏe nghề nghiệp","https://knacert.com.vn/cong-cu-cai-tien/so-tay-iso-45001-huong-dan-quan-ly-an-toan-va-suc-khoe-nghe-nghiep/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"6704","Các yêu cầu khi Xác định rủi ro và cơ hội trong ISO 14001","https://knacert.com.vn/tin-tuc-tieu-chuan/cac-yeu-cau-khi-xac-dinh-rui-ro-va-co-hoi-trong-iso-14001/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6688","GIỚI THIỆU VỀ TUV AUSTRIA","https://knacert.com.vn/tin-tuc-tieu-chuan/gioi-thieu-ve-tuv-austria/","/tin-tuc-tieu-chuan/chung-nhan-ok-bio-degradable-soil/","tại đây"
"6688","GIỚI THIỆU VỀ TUV AUSTRIA","https://knacert.com.vn/tin-tuc-tieu-chuan/gioi-thieu-ve-tuv-austria/","/tin-tuc-tieu-chuan/chung-nhan-ok-compost-home/","tại đây"
"6683","Xác định rủi ro và cơ hội trong ISO 9001 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/xac-dinh-rui-ro-va-co-hoi-trong-iso-9001-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6671","Quy trình trao đổi thông tin theo ISO 14001 – KNA CERT","https://knacert.com.vn/cong-cu-cai-tien/quy-trinh-trao-doi-thong-tin-theo-iso-14001-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6669","Quy trình ISO 14001 được thực hiện như thế nào – KNA CERT","https://knacert.com.vn/cong-cu-cai-tien/quy-trinh-iso-14001-duoc-thuc-hien-nhu-the-nao-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6650","Khó khăn khi áp dụng ISO 14001 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/kho-khan-khi-ap-dung-iso-14001-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6648","Thuận lợi khi áp dụng ISO 14001 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/thuan-loi-khi-ap-dung-iso-14001-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6643","Chi Phí Cấp Chứng Nhận ISO 9001 là bao nhiêu? Đơn Vị Chứng Nhận Uy Tín","https://knacert.com.vn/tin-tuc-tieu-chuan/chi-phi-cap-chung-chi-iso-9001-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6631","Đánh giá Cấp Chứng Nhận ISO 9001 và ISO 14001 cho Công ty TNHH Nhựa và Cơ Khí Đông Dương","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-iso-9001-va-iso-14001-cho-cong-ty-tnhh-nhua-va-co-khi-dong-duong/","/chung-chi/search?machungnhan=KAC17%2F02408&amp;ten=","tại đây"
"6631","Đánh giá Cấp Chứng Nhận ISO 9001 và ISO 14001 cho Công ty TNHH Nhựa và Cơ Khí Đông Dương","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-iso-9001-va-iso-14001-cho-cong-ty-tnhh-nhua-va-co-khi-dong-duong/","/chung-chi/search?machungnhan=KAC17%2F02409&amp;ten=","tại đây"
"6631","Đánh giá Cấp Chứng Nhận ISO 9001 và ISO 14001 cho Công ty TNHH Nhựa và Cơ Khí Đông Dương","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-iso-9001-va-iso-14001-cho-cong-ty-tnhh-nhua-va-co-khi-dong-duong/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6623","Các yêu cầu của tiêu chuẩn ISO 14001 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/cac-yeu-cau-cua-tieu-chuan-iso-14001-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6610","Danh sách tài liệu ISO 14001:2015 bắt buộc","https://knacert.com.vn/tin-tuc-tieu-chuan/danh-sach-tai-lieu-iso-140012015-bat-buoc/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6608","Khó khăn khi áp dụng ISO 9001:2015 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/kho-khan-khi-ap-dung-iso-90012015-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6606","Thuận lợi khi áp dụng ISO 9001:2015 – KNA CERT","https://knacert.com.vn/tin-tuc-tieu-chuan/thuan-loi-khi-ap-dung-iso-90012015-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6597","Đánh giá Cấp Chứng Nhận ISO 9001 cho Công Ty TNHH YT Solution Vina","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-iso-9001-cho-cong-ty-tnhh-yt-solution-vina/","/chung-chi/search?machungnhan=&amp;ten=C%C3%B4ng+ty+TNHH+YT+Solution+Vina","tại đây"
"6597","Đánh giá Cấp Chứng Nhận ISO 9001 cho Công Ty TNHH YT Solution Vina","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-iso-9001-cho-cong-ty-tnhh-yt-solution-vina/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6573","Đánh giá Cấp Chứng Nhận ISO 9001 cho Công ty Cổ Phần Mía Đường Lam Sơn","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-iso-9001-cho-cong-ty-co-phan-mia-duong-lam-son/","/chung-chi/search?machungnhan=KAC21%2F02420&amp;ten=","tại đây"
"6573","Đánh giá Cấp Chứng Nhận ISO 9001 cho Công ty Cổ Phần Mía Đường Lam Sơn","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-iso-9001-cho-cong-ty-co-phan-mia-duong-lam-son/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6554","Đánh giá Cấp Chứng Nhận Tích hợp ISO 9001 và 14001 cho Công ty Cổ Phần Green Can","https://knacert.com.vn/khach-hang/danh-gia-cap-chung-nhan-tich-hop-iso-9001-va-14001-cho-cong-ty-co-phan-green-can/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6524","KNA CERT đánh giá tái chứng nhận và cấp chứng chỉ ISO 9001:2015 cho Công ty Cổ Phần Đầu tư Xây Dựng và Kỹ Thuật 29","https://knacert.com.vn/khach-hang/kna-cert-danh-gia-tai-chung-nhan-va-cap-chung-chi-iso-90012015-cho-cong-ty-co-phan-dau-tu-xay-dung-va-ky-thuat-29/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6507","KNA CERT đánh giá tái chứng nhận và cấp chứng chỉ ISO 9001:2015 cho Công ty TNHH CNC Vina","https://knacert.com.vn/khach-hang/kna-cert-danh-gia-tai-chung-nhan-va-cap-chung-chi-iso-90012015-cho-cong-ty-tnhh-cnc-vina/","/dao-tao-chung-nhan-iso-90012015","tại đây"
"6497","Tổ chức ISO Quốc Tế ghi nhận thành công của Việt Nam áp dụng ISO 9001","https://knacert.com.vn/tin-tuc-tieu-chuan/to-chuc-iso-quoc-te-ghi-nhan-thanh-cong-cua-viet-nam-ap-dung-iso-9001/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6436","Cấp Chứng Nhận ISO 9001:2015 cho Công Ty Cổ Phần Thương Mại và Cơ Khí Việt Hưng","https://knacert.com.vn/khach-hang/cap-chung-nhan-iso-90012015-cho-cong-ty-co-phan-thuong-mai-va-co-khi-viet-hung/","/chung-chi/search?machungnhan=KAC21%2F02414&amp;ten=","tại đây"
"6403","IAF CertSearch Cơ sở dữ liệu Chứng nhận được công nhận Toàn Cầu","https://knacert.com.vn/tin-tuc-tieu-chuan/iaf-certsearch-co-so-du-lieu-chung-nhan-duoc-cong-nhan-toan-cau/","https://www.iafcertsearch.org/certification-body/3704cadc-3fa1-5c88-9813-48b06c1d5f1d","Tại Đây"
"6395","Cấp Chứng Nhận ISO 9001:2015 và ISO 14001:2015 cho Công ty TNHH Sản Xuất &#8211; Thương Mại Di Phong","https://knacert.com.vn/khach-hang/cap-chung-nhan-iso-90012015-va-iso-140012015-cho-cong-ty-tnhh-san-xuat-thuong-mai-di-phong/","/chung-chi/search?machungnhan=KAC21%2F02409&amp;ten=","tại đây"
"6330","Chứng chỉ ISO 14001 Của KNA CERT – Chứng nhận được công nhận toàn cầu","https://knacert.com.vn/tin-tuc-tieu-chuan/chung-chi-iso-14001-cua-kna-cert/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"6318","Tài Liệu ISO 31000:2018 pdf về Hệ Thống Quản Lý Rủi Ro","https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-iso-310002018-pdf/","https://forms.gle/Nd8mpZXfLGy1nmq48","Tại Đây"
"6284","Cấp Chứng Nhận ISO 9001:2015 cho Công ty TNHH Kỹ Thuật Công Nghệ Lâm Hoàng Minh","https://knacert.com.vn/khach-hang/cap-chung-nhan-iso-90012015-cho-cong-ty-tnhh-ky-thuat-cong-nghe-lam-hoang-minh/","/chung-chi/search?machungnhan=KAC21%2F02400&amp;ten=","tại đây"
"6225","Chứng chỉ ISO 9001 Của KNA CERT – Chứng nhận được công nhận toàn cầu","https://knacert.com.vn/tin-tuc-tieu-chuan/chung-chi-iso-9001-cua-kna-cert-chung-nhan-duoc-cong-nhan-toan-cau/","/cong-cu-cai-tien/iaf-la-gi-vai-tro-cua-iaf-va-cac-thanh-vien-iaf/","Tại đây"
"6216","Công Ty TNHH Innovation Tương Lai Việt Nam Đạt Chứng Nhận ISO 14001:2015","https://knacert.com.vn/khach-hang/cong-ty-tnhh-innovation-tuong-lai-viet-nam-dat-chung-nhan-iso-140012015/","/chung-chi/search?machungnhan=&amp;ten=c%C3%B4ng+ty+TNHH+Innovation+T%C6%B0%C6%A1ng+Lai+Vi%E1%BB%87t+Nam+","Tại Đây"
"6186","12 Nguyên Tắc Của WRAP","https://knacert.com.vn/tin-tuc-tieu-chuan/12-nguyen-tac-cua-wrap/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6166","Cấp Chứng Nhận ISO 9001:2015 cho Công ty Cổ Phần Vũ Trụ Việt Nam","https://knacert.com.vn/khach-hang/cap-chung-nhan-iso-90012015-cho-cong-ty-co-phan-vu-tru-viet-nam/","/chung-chi/search?machungnhan=KAC21%2F02399&amp;ten=","tại đây"
"6145","Cấp Chứng Nhận ISO 9001:2015 cho Công ty Cổ Phần Azuma Việt Nam","https://knacert.com.vn/khach-hang/cap-chung-nhan-iso-90012015-cho-cong-ty-co-phan-azuma-viet-nam/","/chung-chi/search?machungnhan=KAC21%2F02404&amp;ten=","tại đây"
"6020","Thực trạng áp dụng bộ tiêu chuẩn SA 8000 tại Việt Nam","https://knacert.com.vn/tin-tuc-tieu-chuan/thuc-trang-ap-dung-bo-tieu-chuan-sa-8000-tai-viet-nam/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6018","Những câu hỏi thường gặp về tiêu chuẩn SA8000 ?","https://knacert.com.vn/tin-tuc-tieu-chuan/nhung-cau-hoi-thuong-gap-ve-tieu-chuan-sa8000/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6017","Tài liệu Tiêu chuẩn SA 8000:2014 tiếng việt pdf","https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-tieu-chuan-sa-80002014-tieng-viet-pdf/","https://drive.google.com/file/d/19E8k04-Fq7gLDYmjJ9nkVccEBzcHONR6/view?usp=sharing","Tại Đây"
"6017","Tài liệu Tiêu chuẩn SA 8000:2014 tiếng việt pdf","https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-tieu-chuan-sa-80002014-tieng-viet-pdf/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"6016","Tài liệu Tiêu chuẩn ISO 26000 tiếng Việt pdf","https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-tieu-chuan-iso-26000-tieng-viet-pdf/","https://forms.gle/Nd8mpZXfLGy1nmq48","Tại Đây"
"5954","Thực trạng Trách Nhiệm Xã Hội của Doanh Nghiệp (CSR) tại Việt Nam","https://knacert.com.vn/tin-tuc-tieu-chuan/thuc-trang-trach-nhiem-xa-hoi-cua-doanh-nghiep-csr-tai-viet-nam/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"5921","Tài liệu tiêu chuẩn GMP &#8211; Hướng dẫn thực hành tốt sản xuất thuốc","https://knacert.com.vn/cong-cu-cai-tien/tai-lieu-tieu-chuan-gmp-pdf/","https://drive.google.com/file/d/1AsTu-1wJ_Ak7b_WZRqo63zyjEb4bthzT/view","Tại Đây"
"5883","Việt Nam có một bước tiến lớn đối với rừng được chứng nhận thông qua sự Công Nhận của PEFC","https://knacert.com.vn/tin-tuc-tieu-chuan/viet-nam-co-mot-buoc-tien-lon-doi-voi-rung-duoc-chung-nhan-thong-qua-su-cong-nhan-cua-pefc/","https://www.pefc.org/news/vietnam-takes-a-big-step-towards-certified-forests-through-pefc-endorsement","tại đây"
"5828","ISO 9001:2015 PDF &#8211; Tài liệu ISO 9001 phiên bản 2015 PDF","https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-iso-90012015-pdf/","https://forms.gle/Nd8mpZXfLGy1nmq48","Tại Đây"
"5797","Checklist đánh giá nội bộ ISO 14001:2015","https://knacert.com.vn/tin-tuc-tieu-chuan/checklist-danh-gia-noi-bo-iso-140012015/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"5711","Tiêu chuẩn C-TPAT là gì ?  Những nội dung cập nhật mới","https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-c-tpat-va-nhung-noi-dung-cap-nhat-moi/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"5675","Tài liệu ISO 13485:2016 PDF &#8211; Hệ Thống Quản Lý Trang Thiết Bị Y Tế","https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-iso-134852016-pdf/","https://forms.gle/Nd8mpZXfLGy1nmq48","Tại Đây"
"5634","Tăng hiệu quả, chất lượng công việc của người lao động nhờ áp dụng ISO 9001","https://knacert.com.vn/tin-tuc-tieu-chuan/tang-hieu-qua-chat-luong-cong-viec-cua-nguoi-lao-dong-nho-ap-dung-iso-9001/","/dao-tao-chung-nhan-iso-90012015","chứng nhận ISO 9001:2015 thì bộ tài liệu sau rất cần thiết cho anh chị tìm hiểu và áp dụng ISO 9001: danh mục tài liệu, quy trình thủ tục, hệ thống biểu mẫu. KNA gửi tặng anh chị: Tại đây."
"5611","Thành công tại các địa phương sau khi áp dụng hệ thống quản lý chất lượng ISO 9001: 2015","https://knacert.com.vn/tin-tuc-tieu-chuan/thanh-cong-tai-cac-dia-phuong-sau-khi-ap-dung-he-thong-quan-ly-chat-luong-iso-9001-2015/","/dao-tao-chung-nhan-iso-90012015","chứng nhận ISO 9001:2015 thì bộ tài liệu sau rất cần thiết cho anh chị tìm hiểu và áp dụng ISO 9001: danh mục tài liệu, quy trình thủ tục, hệ thống biểu mẫu. KNA gửi tặng anh chị: Tại đây."
"5583","Tiêu chuẩn ISO 22000 pdf &#8211; Tiêu chuẩn ISO về vệ sinh an toàn thực phẩm","https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-22000-pdf/","https://forms.gle/Nd8mpZXfLGy1nmq48","tại đây"
"5575","ISO 45001:2018 là gì ?  Cấp Chứng Chỉ ISO 45001 Toàn Quốc","https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-450012018-la-gi/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"5567","Giải pháp tăng năng suất lao động nhờ hệ thống quản lý chất lượng ISO 9001: 2015","https://knacert.com.vn/tin-tuc-tieu-chuan/giai-phap-tang-nang-suat-lao-dong-nho-he-thong-quan-ly-chat-luong-iso-9001-2015/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"5566","Tài liệu ISO 14001 PDF &#8211; Hệ Thống Quản Lý Môi Trường và các yêu cầu","https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-iso-14001-pdf/","https://forms.gle/Nd8mpZXfLGy1nmq48","Tại Đây"
"5555","Các bước Xây dựng và Chứng nhận hệ thống quản lý môi trường theo ISO 14001:2015","https://knacert.com.vn/cong-cu-cai-tien/cac-buoc-xay-dung-va-chung-nhan-he-thong-quan-ly-moi-truong-theo-iso-140012015/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
