"id","term","title","slug","mime","source_url","alt","date"
"1535","chat","Cần sớm ban hành quy chuẩn cà phê","phuong-phap-kaizen-1","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/phuong-phap-kaizen-1.png","","2025-11-21T04:56:39"
"1543","chat","7-cong-cu-quan-ly-chat-luong-1","7-cong-cu-quan-ly-chat-luong-1","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-1.png","","2025-11-21T04:56:41"
"1546","chat","Tai nạn lao động: Nỗi đau người ở lại","7-cong-cu-quan-ly-chat-luong-2","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-2.png","","2025-11-21T04:56:42"
"1549","chat","7-cong-cu-quan-ly-chat-luong-3","7-cong-cu-quan-ly-chat-luong-3","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-3.png","","2025-11-21T04:56:42"
"1552","chat","An toàn","7-cong-cu-quan-ly-chat-luong-4","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-4.png","","2025-11-21T04:56:42"
"1555","chat","Hướng dẫn ngành NN&PTNT xây dựng kế hoạch tiêu chuẩn đo lường chất....","7-cong-cu-quan-ly-chat-luong-5","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-5.png","","2025-11-21T04:56:43"
"1558","chat","7-cong-cu-quan-ly-chat-luong-6","7-cong-cu-quan-ly-chat-luong-6","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-6.png","","2025-11-21T04:56:43"
"1561","chat","Bước đột phá của ISO 50001 trong công tác quản lý năng lượng","7-cong-cu-quan-ly-chat-luong-7","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-7.png","","2025-11-21T04:56:44"
"1564","chat","7-cong-cu-quan-ly-chat-luong-8","7-cong-cu-quan-ly-chat-luong-8","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/7-cong-cu-quan-ly-chat-luong-8.png","","2025-11-21T04:56:44"
"1615","chat","Giải đáp doanh nghiệp quy định về công bố hợp quy sản phẩm","thuy-dien-van-chanh-ap-dung-5s-1","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/thuy-dien-van-chanh-ap-dung-5s-1.png","","2025-11-21T04:56:55"
"1716","chat","Các Tiêu Chuẩn Quản Lý Chất Lượng Dựa Trên 7 Nguyên Tắc","ngay-tieu-chuan-the-gioi-1","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/ngay-tieu-chuan-the-gioi-1.jpg","","2025-11-21T04:57:35"
"1765","báo giá","Chứng Nhận FSSC 22000 cho Doanh Nghiệp sản xuất bao bì thực phẩm","giay-chung-nhan-kosher-123","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/giay-chung-nhan-kosher-123.png","","2025-11-21T04:57:55"
"1806","chat","nang-suat-chat-luong","nang-suat-chat-luong","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/nang-suat-chat-luong.jpg","","2025-11-21T04:58:03"
"1832","chat","8 điều cơ bản về ISO 9001:2015 bạn không thể bỏ qua","cong-trinh-xay-dung","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/cong-trinh-xay-dung.jpg","","2025-11-21T04:58:09"
"1840","báo giá","Để làm Tiêu chuẩn ISO 14001:2015 cần thời gian bao lâu ?","huan-luyen-an-toan-lao-dong-nhom-1-3-4-6","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/huan-luyen-an-toan-lao-dong-nhom-1-3-4-6.jpg","","2025-11-21T04:58:10"
"1877","chat","Năng lực công nhận và thừa nhận Quốc tế của BoA cho KNA Cert","iso-22000-be-do-cho-thuc-pham-an-toan-1","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/iso-22000-be-do-cho-thuc-pham-an-toan-1.png","","2025-11-21T04:58:23"
"1923","chat","Nâng cao chất lượng sản phẩm: Bắt đầu ngay từ môi trường lao động","iso-39001-2014","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/iso-39001-2014.jpg","","2025-11-21T04:58:38"
"1947","chat","Áp dụng ISO trong trường đại học: Đảm bảo chất lượng quản trị đại h...","dao-tao-sa-8000-luxshare-19","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-sa-8000-luxshare-19.jpg","","2025-11-21T04:58:45"
"1953","báo giá","Đánh giá ISO 9001:2015 và ISO 14001:2015 Công ty TNHH Transon Việt....","dao-tao-sa-8000-luxshare-13","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-sa-8000-luxshare-13.jpg","","2025-11-21T04:58:46"
"1982","chat","TCVN ISO 9001:2015 cho doanh nghiệp cơ khí","0003","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/0003-scaled.jpg","","2025-11-21T04:58:55"
"2030","chat","Tiêu chuẩn ISO/TS 16949 - Hệ thống Quản lý Chất lượng cho ngành Côn...","chung-nhan-iso-cho-doanh-nghiep","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/chung-nhan-iso-cho-doanh-nghiep.jpg","","2025-11-21T04:59:06"
"2079","báo giá","YÊU CẦU","huan-luyen-an-toan-lao-dong-cong-ty-hoang-van-thu-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/huan-luyen-an-toan-lao-dong-cong-ty-hoang-van-thu-2.jpg","","2025-11-21T04:59:16"
"2095","chat","Bộ 5 Công cụ cốt lõi sử dụng trong IATF 16949:2016","chuc-tet-2019","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/chuc-tet-2019.png","","2025-11-21T04:59:19"
"2153","báo giá","Đánh giá Pre-audit FSC/CoC Công ty TNHH Thương mại dịch vụ bao bì H...","dang-ky-button-win2888-copy","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888-copy.png","","2025-11-21T04:59:45"
"2175","báo giá","KNA CERT đồng hành cùng ngành dệt may Việt Nam","banh-keo-bao-hung-1","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/banh-keo-bao-hung-1.jpg","","2025-11-21T04:59:49"
"2184","báo giá","Nên lựa chọn tiêu chuẩn GAP hay tiêu chuẩn BRC","banh-keo-bao-hung-4","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/banh-keo-bao-hung-4.jpg","","2025-11-21T04:59:51"
"2230","chat","Tăng doanh thu và lợi nhuận từ 30% đến 50% nhờ áp dụng ISO 9001:201...","danh-gia-rds-7","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/danh-gia-rds-7.jpg","","2025-11-21T04:59:57"
"2248","chat","Chất lượng dầu nhờn hiện nay: Kiểm tra 6 mẫu bất kì","tai-sao-doanh-nghiep-phai-co-chung-nhan-iso","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/tai-sao-doanh-nghiep-phai-co-chung-nhan-iso.png","","2025-11-21T05:00:01"
"2293","chat","Nơi làm việc được thiết kế tốt hơn với tiêu chuẩn ISO","huong-di-moi-cho-nganh-cong-nghiep-o-to-va-tieu-chuan-chat-luong-1","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/huong-di-moi-cho-nganh-cong-nghiep-o-to-va-tieu-chuan-chat-luong-1.jpg","","2025-11-21T05:00:09"
"2296","chat","Dịch vụ đánh giá FSC®CoC bởi TÜV Austria Hellas và KNA CERT – Chứng...","huong-di-moi-cho-nganh-cong-nghiep-o-to-va-tieu-chuan-chat-luong","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/huong-di-moi-cho-nganh-cong-nghiep-o-to-va-tieu-chuan-chat-luong.png","","2025-11-21T05:00:10"
"2348","chat","Cải thiện chỉ số chứng chỉ ISO 9001","banner-tnxh-audit","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/banner-tnxh-audit.jpg","","2025-11-21T05:00:20"
"2393","ưu đãi","Lịch Đào Tạo Public Năm 2019 của KNA CERT","dao-tao-iso-benh-vien-dai-hoc-y-ha-noi-4","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iso-benh-vien-dai-hoc-y-ha-noi-4.png","","2025-11-21T05:00:28"
"2416","chat","Khóa đào tạo ISO 9001:2015 – Nhận thức và đánh giá viên nội bộ HTQL...","may-mac","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/may-mac.png","","2025-11-21T05:00:34"
"2467","báo giá","KNA CERT PRE-AUDIT C-TPAT CHO CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ VẠN XU...","2018-01-25-11-03-50dao-tao-danh-gia-bsci-hoang-long-4","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/2018-01-25-11-03-50dao-tao-danh-gia-bsci-hoang-long-4.jpg","","2025-11-21T05:00:50"
"2481","ưu đãi","Câu hỏi cần biết về tiêu chuẩn ISO 45001","nhan-uu-dai-thang-3","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/nhan-uu-dai-thang-3.png","","2025-11-21T05:00:52"
"2502","chat","Chống hối lộ tham nhũng bằng Tiêu chuẩn ISO","cong-ty-tnhh-samsung-polymer-viet-nam","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-tnhh-samsung-polymer-viet-nam.png","","2025-11-21T05:00:55"
"2511","chat","Bộ Công Thương triển khai áp dụng hệ thống quản lý chất lượng ISO 9...","nut-03-1-3","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png","","2025-11-21T05:00:57"
"2552","chat","Giải đáp thắc mắc Hội Thảo Kĩ Thuật thực hành Trách Nhiệm Xã Hội tạ...","chat-luong-dau-nhon-dang-bi-tha-noi","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/chat-luong-dau-nhon-dang-bi-tha-noi.jpg","","2025-11-21T05:01:05"
"2625","chat","Hà Tĩnh ap dụng Hệ thống quản lý chất lượng theo TCVN ISO 9001 cho1...","textile-exchange","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/textile-exchange.jpg","","2025-11-21T05:01:21"
"2705","báo giá","25 Năm biểu tượng FSC giúp bảo vệ lá phổi xanh toàn thế giới","dao-tao-ctpat-cho-cong-ty-cressy-ha-noi-4_2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-ctpat-cho-cong-ty-cressy-ha-noi-4_2.jpg","","2025-11-21T05:01:39"
"2710","liên hệ","FSC kỷ niệm 25 năm thành lập với tầm nhìn tới tương lai","dao-tao-iatf-16949-cong-ty-nichirin-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iatf-16949-cong-ty-nichirin-2.jpg","","2025-11-21T05:01:40"
"2719","chat","PDCA là gì? A-Z về chu trình này và áp dụng trong ISO 9001","dao-tao-iatf-16949-cong-ty-nichirin-2-401","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iatf-16949-cong-ty-nichirin-2-401.jpg","","2025-11-21T05:01:41"
"2745","liên hệ","QMS là gì? Hệ thống quản lý chất lượng ISO 9001 là gì ?","lich-dao-tao-cuoi-nam-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/lich-dao-tao-cuoi-nam-2.jpg","","2025-11-21T05:01:47"
"2863","chat","KNA pre-audit SEDEX-SMETA cho Công ty TNHH FWKK Việt Nam","cong-ty-cp-dau-tu-quoc-te-van-xuan","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-cp-dau-tu-quoc-te-van-xuan.jpg","","2025-11-21T05:02:20"
"2924","chat","Nam A Bank đạt chứng nhận tiêu chuẩn ISO 10002:2018","hoi-thao-ky-thuat-ho-chi-minh-1434","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/hoi-thao-ky-thuat-ho-chi-minh-1434.png","","2025-11-21T05:02:33"
"2949","báo giá","Hệ thống quản lý BlueSign – Tiêu chuẩn sản xuất bền vững","dao-tao-ctpat-cong-ty-swisstec-sourcing-10","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-ctpat-cong-ty-swisstec-sourcing-10.jpg","","2025-11-21T05:02:37"
"2963","báo giá","Áp dụng thành công ISO 45001:2018 tại Công ty Cổ phần Việt’s Power","dao-tao-iso-9001-son-an-group-25","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iso-9001-son-an-group-25.jpg","","2025-11-21T05:02:39"
"3013","báo giá","PVH cam kết bảo vệ khí hậu toàn cầu bằng cách giảm sử dụng năng lượ...","dao-tao-iatf-16949-cong-ty-young-poong-76","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iatf-16949-cong-ty-young-poong-76.jpg","","2025-11-21T05:02:48"
"3037","báo giá","Kinh nghiệm áp dụng tiêu chuẩn ISO 22000 bài học từ Công ty Bảo An","o-tao-bsci-cho-cong-ty-tnhh-mensa-industries-7","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/o-tao-bsci-cho-cong-ty-tnhh-mensa-industries-7.jpg","","2025-11-21T05:02:52"
"3052","báo giá","Đánh giá tích hợp ISO 9001:2015 và WRAP cho Công ty TNHH Thương Mại...","dao-tao-iso-14001-2015-cong-ty-cp-gom-su-cth-4","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iso-14001-2015-cong-ty-cp-gom-su-cth-4.jpg","","2025-11-21T05:02:58"
"3112","liên hệ","Hiệp định thương mại tự do EVFTA - Cơ hội và thách thức của các ngà...","dao-tao-5s-cong-ty-daewoo","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-5s-cong-ty-daewoo.jpg","","2025-11-21T05:03:08"
"3129","báo giá","Bao bì đạt chuẩn FSC giúp bảo vệ môi trường","danh-gia-ce-marking-cho-cong-ty-cp-kim-tin-6","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/danh-gia-ce-marking-cho-cong-ty-cp-kim-tin-6.jpg","","2025-11-21T05:03:12"
"3167","báo giá","Đánh giá thử BRC/IOP Version 6 cho Công ty CP VS Industry Việt Nam","bsci-cong-ty-co-phan-che-bien-go-duc-thanh-66","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/bsci-cong-ty-co-phan-che-bien-go-duc-thanh-66.jpg","","2025-11-21T05:03:24"
"3189","chat","Tiêu chuẩn Bluesign và tác động của nó đến chuỗi giá trị dệt may","dao-tao-bsci-cong-ty-rise-sun-5","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-bsci-cong-ty-rise-sun-5.jpg","","2025-11-21T05:03:27"
"3253","chat","Tạo sự khác biệt trong quản lý chất lượng cho tổ chức với ISO 10018...","cong-ty-co-phan-phuc-sinh-son-la-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-co-phan-phuc-sinh-son-la-2.jpg","","2025-11-21T05:03:43"
"3269","chat","Đánh giá Cấp chứng nhận ISO 9001:2015 cho Công ty TNHH Kỹ Thuật Nhấ...","logo-proposals-mini-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/logo-proposals-mini-2.jpg","","2025-11-21T05:03:45"
"3292","chat","Những điểm thay đổi mới của bộ Tiêu chuẩn ISO 13485:2016","danh-gia-noi-bo-iso-9001-benh-vien-dai-hoc-y-ha-noi-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/danh-gia-noi-bo-iso-9001-benh-vien-dai-hoc-y-ha-noi-2.jpg","","2025-11-21T05:03:50"
"3314","liên hệ","Các hướng dẫn Trách Nhiệm Xã Hội của chứng nhận GRS","cong-ty-co-phan-cong-nghiep-dong-hung-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-co-phan-cong-nghiep-dong-hung-2.jpg","","2025-11-21T05:03:53"
"3396","liên hệ","Chứng nhận ISO 27001:2022 - Nhận báo giá mới nhất","dao-tao-wrap-xi-nghiep-may-yen-my-87","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-wrap-xi-nghiep-may-yen-my-87.jpg","","2025-11-21T05:04:37"
"3419","chat","Đánh giá - chứng nhận ISO 14001:2015 cho Công Ty TNHH SXKD XNK Bánh...","globalgap-ra-mat-chuoi-hanh-trinh-san-pham-v6-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/globalgap-ra-mat-chuoi-hanh-trinh-san-pham-v6-2.jpg","","2025-11-21T05:04:42"
"3570","báo giá","KNA Pre-audit Sedex-Smeta 4-pillar cho Công Ty TNHH Ojitex Hải Phòn...","dao-tao-kosher-cho-cong-ty-tnhh-dau-thuc-vat-dabaco","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-kosher-cho-cong-ty-tnhh-dau-thuc-vat-dabaco.jpg","","2025-11-21T05:05:19"
"3579","liên hệ","Đào tạo An Toàn Lao Động cho Công ty TNHH Liên Hạnh","dao-tao-kosher-cho-cong-ty-tnhh-dau-thuc-vat-dabaco-54","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-kosher-cho-cong-ty-tnhh-dau-thuc-vat-dabaco-54.jpg","","2025-11-21T05:05:20"
"3585","báo giá","KNA pre-audit BSCI cho Công ty TNHH Bao Bì Thịnh Thành Đạt","cong-ty-tnhh-dau-thuc-vat-dabaco-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-tnhh-dau-thuc-vat-dabaco-2.jpg","","2025-11-21T05:05:20"
"3619","liên hệ","Cấp Chứng Nhận CE Marking cho Thiết Bị Y Tế theo Chỉ Thị 93/42/EEC","an-toan-lao-dong-cong-ty-sunshine-viet-nam-3","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/an-toan-lao-dong-cong-ty-sunshine-viet-nam-3.jpg","","2025-11-21T05:05:28"
"3639","chat","KHÓA HỌC 07 QC TOOLS - 07 CÔNG CỤ QUẢN LÝ CHẤT LƯỢNG","lam-viec-voi-phong-thu-nghiem-duoc-chung-nhan-iso-17025","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/lam-viec-voi-phong-thu-nghiem-duoc-chung-nhan-iso-17025.jpg","","2025-11-21T05:05:31"
"3670","chat","Áp dụng thành công hệ thống LEAN vào cải tiến chất lượng sản phẩm","thuong-mai-cong-bang-cho-my","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/thuong-mai-cong-bang-cho-my.jpg","","2025-11-21T05:05:37"
"3780","chat","Hướng dẫn viết quy trình ISO 9001:2015 - KNACERT","lego-tham-gia-icti","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/lego-tham-gia-icti.png","","2025-11-21T05:06:04"
"3866","liên hệ","Đánh giá Pre-audit IATF 16949:2016 cho Công ty TNHH Piaggio Việt Na...","bo-tieu-chuan-fsc-14","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/bo-tieu-chuan-fsc-14.jpg","","2025-11-21T05:06:21"
"3910","chat","Bảy công cụ Quản lý và Cải tiến Chất lượng mới (7 new Tools)","ap-dung-iso-14001-vao-viet-nam-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/ap-dung-iso-14001-vao-viet-nam-2.jpg","","2025-11-21T05:06:33"
"3959","chat","Đào tạo chuyển đổi phiên bản mới ISO 9001:2015 cho Trường Đại học Y...","thoi-trag-an-lien","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/thoi-trag-an-lien.jpg","","2025-11-21T05:06:43"
"4011","chat","Đánh giá tiêu chuẩn ISO 9001:2015 cho Công Ty TNHH Năng Lượng GPPD","dao-tao-iso-17025-cho-cong-ty-cp-xay-dung-do-thi-ha-noi-23","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iso-17025-cho-cong-ty-cp-xay-dung-do-thi-ha-noi-23.jpg","","2025-11-21T05:06:59"
"4066","chat","Quy trình cấp chứng chỉ ISO 13485 hệ thống chất lượng thiết bị y tế","cong-ty-tnhh-ky-thuat-nhat-xanh-3","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-tnhh-ky-thuat-nhat-xanh-3.jpg","","2025-11-21T05:07:14"
"4084","chat","Tiêu chuẩn HACCP pdf - Hệ thống quản lý chất lượng an toàn thực phẩ...","thuoc-nhuom-azo-cho-da-giay","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/thuoc-nhuom-azo-cho-da-giay.png","","2025-11-21T05:07:18"
"4136","chat","Tài liệu FSC - Download miễn phí tài liệu tiêu chuẩn FSC","cau-hoi-ve-tieu-chuan-grs-233","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/cau-hoi-ve-tieu-chuan-grs-233.png","","2025-11-21T05:07:26"
"4154","chat","Các bước Xây dựng và Chứng nhận hệ thống quản lý môi trường theo IS...","dao-tao-iso-13485-cho-cong-ty-tng-3","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-iso-13485-cho-cong-ty-tng-3.jpg","","2025-11-21T05:07:30"
"4162","chat","Giải pháp tăng năng suất lao động nhờ hệ thống quản lý chất lượng I...","chung-nhan-rcs-knacert-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/chung-nhan-rcs-knacert.jpg","","2025-11-21T05:07:31"
"4196","chat","Ứng dụng mô hình 5S trong bệnh viện","kosher-kosherland-supermarket-label-food-2","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/kosher-kosherland-supermarket-label-food-2.jpg","","2025-11-21T05:07:44"
"4210","báo giá","Hãng oto Geely chính thức gia nhập tổ chức tiêu chuẩn chất lượng ô....","dao-tao-grs-cho-cong-ty-sung-bu-vina-4","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-grs-cho-cong-ty-sung-bu-vina-4.jpg","","2025-11-21T05:07:46"
"4249","chat","Học ISO ở đâu chất lượng ?","chung-nhan-fda-44","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/chung-nhan-fda-44.png","","2025-11-21T05:07:53"
"4260","báo giá","THÔNG BÁO NGHỈ LỄ 30-4 VÀ 1-5 NĂM 2021","fda-cho-mat-hang-duoc-pham-va-thuc-pham-3","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/fda-cho-mat-hang-duoc-pham-va-thuc-pham-3.png","","2025-11-21T05:07:55"
"4280","chat","Hướng dẫn phương pháp tự xây dựng hệ thống quản lý chất lượng ISO 9...","dv-iso-9001-2023","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/dv-iso-9001-2023.png","","2025-11-21T05:08:00"
"4449","chat","Tài liệu Tiêu chuẩn SA 8000:2014 tiếng việt pdf","cong-ty-tnhh-mtv-jeong-woo-viet-nam","image/jpeg","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-tnhh-mtv-jeong-woo-viet-nam.jpg","","2025-11-21T05:08:41"
"4469","chat","Tiêu Chuẩn SSOP là gì ? Các quy phạm vệ sinh SSOP","dao-tao-bsci-cho-cong-ty-cp-dt-pt-idi-3","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/dao-tao-bsci-cho-cong-ty-cp-dt-pt-idi-3.png","","2025-11-21T05:08:46"
"4476","liên hệ","Cách Xây Dựng Tiêu Chuẩn ISO 50001 Cho Doanh Nghiệp","dad","image/png","https://knacert.com.vn/wp-content/uploads/2025/11/dad.png","","2025-11-21T05:08:48"
